% Model,A0_C1_A0_C1_B0_C1_B0_C1_st235_new.mph
% Version,COMSOL 6.4.0.343
% Date,"Aug 7 2026, 11:17"
% Table,Table 4 - Global Evaluation 4
% eta_P,lamda (nm),theta (deg),freq (THz),"Reflectance, order 0 (1)"
0,720,50,416.3784138888889,0.03525151974846171
0,720,59.99999999999999,416.3784138888889,0.14363609041955974
0,720,70,416.3784138888889,0.27269820463945715
0,720,80,416.3784138888889,0.525865282479148
0,729.9999999999999,0,410.6746,0.024566399000844855
0,729.9999999999999,10,410.6746,0.03520360620734703
0,729.9999999999999,20,410.6746,0.028296145753076107
0,729.9999999999999,29.999999999999996,410.6746,0.03949211695620372
0,729.9999999999999,40,410.6746,0.0879050013804485
0,729.9999999999999,50,410.6746,0.05442729799139296
0,729.9999999999999,59.99999999999999,410.6746,0.1861947935006408
0,729.9999999999999,70,410.6746,0.27448786745701914
0,729.9999999999999,80,410.6746,0.5527319956904045
0,739.9999999999999,0,405.1249432432432,0.058946208212767234
0,739.9999999999999,10,405.1249432432432,0.06330334424400791
0,739.9999999999999,20,405.1249432432432,0.028268476940974153
0,739.9999999999999,29.999999999999996,405.1249432432432,0.06530157828911563
0,739.9999999999999,40,405.1249432432432,0.035748285631625125
0,739.9999999999999,50,405.1249432432432,0.10034362100474846
0,739.9999999999999,59.99999999999999,405.1249432432432,0.20190207537238272
0,739.9999999999999,70,405.1249432432432,0.30959694126248455
0,739.9999999999999,80,405.1249432432432,0.5666297051799579
0,749.9999999999999,0,399.72327733333333,0.09927794048891736
0,749.9999999999999,10,399.72327733333333,0.08411599347111867
0,749.9999999999999,20,399.72327733333333,0.022227093707905585
0,749.9999999999999,29.999999999999996,399.72327733333333,0.07965754281938872
0,749.9999999999999,40,399.72327733333333,0.0655256380845835
0,749.9999999999999,50,399.72327733333333,0.14631435092569683
0,749.9999999999999,59.99999999999999,399.72327733333333,0.1784416385716679
0,749.9999999999999,70,399.72327733333333,0.24398113459166734
0,749.9999999999999,80,399.72327733333333,0.504056872141706
0,759.9999999999999,0,394.4637605263158,0.11413543019235452
0,759.9999999999999,10,394.4637605263158,0.0914898220550904
0,759.9999999999999,20,394.4637605263158,0.02074830647423807
0,759.9999999999999,29.999999999999996,394.4637605263158,0.09090241480875563
0,759.9999999999999,40,394.4637605263158,0.1013879650985811
0,759.9999999999999,50,394.4637605263158,0.14672705193524785
0,759.9999999999999,59.99999999999999,394.4637605263158,0.18219355976569995
0,759.9999999999999,70,394.4637605263158,0.19634119423140214
0,759.9999999999999,80,394.4637605263158,0.40577214889127616
0,770,0,389.34085454545453,0.18132253539766185
0,770,10,389.34085454545453,0.09951159814318106
0,770,20,389.34085454545453,0.04365724600738455
